county,fl_site_limit,tiv_2012,fl_site_deductible,point_longitude,point_granularity
DUVAL COUNTY,0,19530000,0,-81.67245,3
DUVAL COUNTY,0,27990000,0,-81.64374,1
DUVAL COUNTY,1000158.3,880123.3,0,-81.60362,3
DUVAL COUNTY,813498.3,614549.16,0,-81.64667,1
DUVAL COUNTY,0,475278.9,0,-81.661751,1
DUVAL COUNTY,0,2446576.49,0,-81.693733,1
DUVAL COUNTY,0,6401467.46,0,-81.693733,1
DUVAL COUNTY,0,1397901.36,0,-81.630508,1
DUVAL COUNTY,0,107921.9,0,-81.630508,1
DUVAL COUNTY,0,3214645.51,0,-81.630508,1
DUVAL COUNTY,0,6339117.79,0,-81.630508,1
DUVAL COUNTY,0,36676.95,0,-81.630508,1
DUVAL COUNTY,0,568045.2,0,-81.661751,1
DUVAL COUNTY,0,510731.23,0,-81.661751,1
DUVAL COUNTY,0,1291510.49,0,-81.661751,1
DUVAL COUNTY,0,72189.77,0,-81.661751,1
DUVAL COUNTY,0,1449313.98,0,-81.627838,1
DUVAL COUNTY,0,8438314.18,0,-81.627838,1
DUVAL COUNTY,0,98620.46,0,-81.68165,3
DUVAL COUNTY,0,4262840.45,0,-81.68165,3
DUVAL COUNTY,0,365383.51,0,-81.682899,3
DUVAL COUNTY,0,2246931.81,0,-81.60955,1
DUVAL COUNTY,0,3708167.62,0,-81.60955,1
DUVAL COUNTY,0,596932.28,0,-81.60955,1
DUVAL COUNTY,0,5029.86,0,-81.60955,1
DUVAL COUNTY,0,744697.69,0,-81.60955,1
DUVAL COUNTY,0,953654.41,0,-81.60955,1
DUVAL COUNTY,0,3870678.99,0,-81.60955,1
DUVAL COUNTY,0,39960000,0,-81.638847,4
DUVAL COUNTY,21060000,23400000,0,-81.68651,1
DUVAL COUNTY,0,1602647.81,0,-81.643936,1
DUVAL COUNTY,0,42977.1,0,-81.643936,1
DUVAL COUNTY,0,16646.71,0,-81.643936,1
DUVAL COUNTY,0,32193.94,0,-81.643936,1
DUVAL COUNTY,0,141708.62,0,-81.647293,4
DUVAL COUNTY,0,318993.04,0,-81.615517,4
DUVAL COUNTY,0,100576.76,0,-81.615517,4
DUVAL COUNTY,0,48593.92,0,-81.615517,4
DUVAL COUNTY,0,12084.57,0,-81.615517,4
DUVAL COUNTY,1463490,1245260.22,0,-81.7675,1
DUVAL COUNTY,1376100,1552240.8,0,-81.7675,1
DUVAL COUNTY,0,19890000,0,-81.78481,1
DUVAL COUNTY,0,436500000,0,-81.764748,1
DUVAL COUNTY,0,1493158.81,0,-81.764748,1
DUVAL COUNTY,850122,1259676.77,0,-81.80999,1
DUVAL COUNTY,129923.1,126191.45,0,-81.734566,1
DUVAL COUNTY,67500,93668.4,0,-81.76693,1
DUVAL COUNTY,58981.5,99617.39,0,-81.77536,1
DUVAL COUNTY,54000,62148.87,0,-81.7623,3
DUVAL COUNTY,13926.6,18097.34,0,-81.76905,1
DUVAL COUNTY,8897400,6921180.69,0,-81.7942,3
DUVAL COUNTY,0,3239686.2,0,-81.76395,1
DUVAL COUNTY,0,1431638.06,0,-81.72856,1
DUVAL COUNTY,0,8669.94,0,-81.72913,1
DUVAL COUNTY,0,61615.66,0,-81.72913,1
DUVAL COUNTY,0,73451.78,0,-81.72913,1
DUVAL COUNTY,1643625,1558684.1,0,-81.757111,4
DUVAL COUNTY,0,3860407.05,0,-81.766266,1
DUVAL COUNTY,0,5003349.9,0,-81.766266,1
DUVAL COUNTY,0,105681.21,0,-81.73143,3
DUVAL COUNTY,799418.7,811569.86,0,-81.785789,1
DUVAL COUNTY,423292.5,588313.08,0,-81.785828,1
DUVAL COUNTY,63000,69678.88,0,-81.88746,1
DUVAL COUNTY,0,255544.5,0,-81.8069,1
DUVAL COUNTY,0,539736.42,0,-81.8365,1
DUVAL COUNTY,0,931159.44,0,-81.806824,1
DUVAL COUNTY,0,326695.41,0,-81.847252,1
DUVAL COUNTY,0,1041151.73,0,-81.7631,1
DUVAL COUNTY,0,285273.82,0,-81.78672,1
DUVAL COUNTY,0,113324.4,0,-81.78672,1
DUVAL COUNTY,0,1331929.19,0,-81.78672,1
DUVAL COUNTY,0,9270000,0,-81.78672,1
DUVAL COUNTY,0,496360.85,0,-81.84651,1
DUVAL COUNTY,0,497519.38,0,-81.84651,1
DUVAL COUNTY,0,524797.68,0,-81.84651,1
DUVAL COUNTY,0,25919.65,0,-81.84651,1
DUVAL COUNTY,0,71125.37,0,-81.84651,1
DUVAL COUNTY,2610,2818.8,0,-81.86599,1
DUVAL COUNTY,0,113125.57,0,-81.79285,1
DUVAL COUNTY,126655.2,157092.98,0,-81.772919,1
DUVAL COUNTY,0,38599.14,0,-81.419935,4
DUVAL COUNTY,0,82319.15,0,-81.8307,4
DUVAL COUNTY,0,92050.57,0,-81.880898,4
DUVAL COUNTY,0,331450.46,0,-81.88089,4
DUVAL COUNTY,0,4542966.83,0,-81.88431,4
DUVAL COUNTY,0,67198.32,0,-81.887856,4
DUVAL COUNTY,0,1987272.01,0,-81.889755,4
DUVAL COUNTY,0,2015118.11,0,-81.8913,4
DUVAL COUNTY,0,35646.37,0,-81.89066,4
DUVAL COUNTY,0,1124281.01,0,-81.673915,4
DUVAL COUNTY,0,735527.64,0,-81.673915,4
DUVAL COUNTY,0,349931.33,0,-81.88229,4
DUVAL COUNTY,0,249419.17,0,-81.882281,4
DUVAL COUNTY,0,5293739.25,0,-81.882286,4
DUVAL COUNTY,0,12108.28,0,-81.882248,4
DUVAL COUNTY,0,8988809.65,0,-81.882249,4
DUVAL COUNTY,0,10800000,0,-81.882927,4
DUVAL COUNTY,0,21330000,0,-81.883072,4
DUVAL COUNTY,0,711913.97,0,-81.883392,4
DUVAL COUNTY,0,847197.42,0,-81.883392,4
DUVAL COUNTY,0,20694.58,0,-81.8307,4
DUVAL COUNTY,0,1553375.68,0,-81.808044,3
DUVAL COUNTY,0,252314.74,0,-81.808044,3
DUVAL COUNTY,0,641590.16,0,-81.808044,3
DUVAL COUNTY,299322,314345.57,0,-81.808044,3
DUVAL COUNTY,8667332.1,11250000,0,-81.84753,1
DUVAL COUNTY,3798234,2742324.95,0,-81.8307,4
DUVAL COUNTY,2268000,1733677.34,0,-81.78449,1
DUVAL COUNTY,1232803.8,1185204.01,0,-81.8307,4
DUVAL COUNTY,1165927.5,1508915.39,0,-81.8307,4
DUVAL COUNTY,1045974.6,984492.21,0,-81.8307,4
DUVAL COUNTY,1032340.5,832281.17,0,-81.8307,4
DUVAL COUNTY,527532.3,764898.62,0,-81.8307,4
DUVAL COUNTY,292500,398104.2,0,-81.82545,1
DUVAL COUNTY,225135,317694.3,0,-81.8307,4
DUVAL COUNTY,225135,317634.87,0,-81.8307,4
DUVAL COUNTY,225135,353669.07,0,-81.8307,4
DUVAL COUNTY,225135,313162.79,0,-81.8307,4
DUVAL COUNTY,225135,273101.36,0,-81.8307,4
DUVAL COUNTY,225135,263519.39,0,-81.8307,4
DUVAL COUNTY,225135,313560.82,0,-81.8307,4
DUVAL COUNTY,225135,263008.56,0,-81.8307,4
DUVAL COUNTY,225135,326896.02,0,-81.8307,4
DUVAL COUNTY,225135,238823.21,0,-81.8307,4
DUVAL COUNTY,191372.4,242370.85,0,-81.8307,4
DUVAL COUNTY,191372.4,157629.62,0,-81.8307,4
DUVAL COUNTY,191372.4,302186.59,0,-81.8307,4
DUVAL COUNTY,118654.2,158964.35,0,-81.8307,4
DUVAL COUNTY,118654.2,136452.33,0,-81.8307,4
DUVAL COUNTY,118654.2,104447.73,0,-81.8307,4
DUVAL COUNTY,118654.2,93440.18,0,-81.8307,4
DUVAL COUNTY,97390.8,90557.08,0,-81.8307,4
DUVAL COUNTY,65413.8,65787.97,0,-81.8307,4
DUVAL COUNTY,60706.8,57553.93,0,-81.8307,4
DUVAL COUNTY,0,273438.6,0,-81.80015,1
DUVAL COUNTY,0,854148.72,0,-81.8481,1
DUVAL COUNTY,0,1536213.39,0,-81.77831,1
DUVAL COUNTY,0,10080000,0,-81.772713,1
DUVAL COUNTY,0,17100000,0,-81.85715,1
DUVAL COUNTY,0,3711092.72,0,-81.77925,1
DUVAL COUNTY,0,60026.3,0,-81.77925,1
DUVAL COUNTY,0,96249.1,0,-81.77925,1
DUVAL COUNTY,0,945427.78,0,-81.77925,1
DUVAL COUNTY,0,439956.2,0,-81.79923,1
DUVAL COUNTY,0,34200000,0,-81.79923,1
DUVAL COUNTY,0,316814.6,0,-81.79923,1
DUVAL COUNTY,0,46718.05,0,-81.79923,1
DUVAL COUNTY,0,4476392.36,0,-81.831879,4
DUVAL COUNTY,0,3625788.92,0,-81.827591,4
DUVAL COUNTY,0,615943.77,0,-81.827591,4
DUVAL COUNTY,3427016.4,2891983.75,0,-81.82082,3
DUVAL COUNTY,0,25380000,0,-81.82507,4
DUVAL COUNTY,7701120,10530000,0,-81.63143,1
DUVAL COUNTY,1511820,2018098.28,0,-81.63143,1
DUVAL COUNTY,264960,342040.04,0,-81.63143,1
DUVAL COUNTY,211005,329821.92,0,-81.63143,1
DUVAL COUNTY,169920,150270.11,0,-81.63143,1
DUVAL COUNTY,0,61311.46,0,-81.60039,1
DUVAL COUNTY,0,45020.36,0,-81.60039,1
DUVAL COUNTY,5868609.3,5943903.56,0,-81.63192,1
DUVAL COUNTY,286443,250106.27,0,-81.632905,3
DUVAL COUNTY,63768.6,92745.05,0,-81.63932,1
DUVAL COUNTY,0,2093034.36,0,-81.62738,1
DUVAL COUNTY,6575364,6112142.76,0,-81.63116,1
DUVAL COUNTY,0,5421905.6,0,-81.62962,1
DUVAL COUNTY,0,2409665.75,0,-81.61298,1
DUVAL COUNTY,0,2352693.06,0,-81.63213,1
DUVAL COUNTY,0,35640000,0,-81.60696,3
DUVAL COUNTY,0,756077.97,0,-81.60759,1
DUVAL COUNTY,0,5274747.1,0,-81.60759,1
DUVAL COUNTY,0,74472.48,0,-81.60759,1
DUVAL COUNTY,0,1853784.83,0,-81.60759,1
DUVAL COUNTY,0,1940805.91,0,-81.46689,1
DUVAL COUNTY,0,1820848.04,0,-81.46689,1
DUVAL COUNTY,0,1489479.72,0,-81.46689,1
DUVAL COUNTY,0,1341102.82,0,-81.46689,1
DUVAL COUNTY,0,1726953.83,0,-81.46689,1
DUVAL COUNTY,0,1052673.96,0,-81.46689,1
DUVAL COUNTY,0,995909.52,0,-81.46689,1
DUVAL COUNTY,0,1846137.59,0,-81.46689,1
DUVAL COUNTY,0,1866208.83,0,-81.46689,1
DUVAL COUNTY,0,1189477.16,0,-81.46689,1
DUVAL COUNTY,0,1384199.64,0,-81.46689,1
DUVAL COUNTY,0,1313584.82,0,-81.46689,1
DUVAL COUNTY,0,1426573.1,0,-81.46689,1
DUVAL COUNTY,0,1997948.53,0,-81.46689,1
DUVAL COUNTY,0,1307553.86,0,-81.524712,3
DUVAL COUNTY,0,999963.27,0,-81.524712,3
DUVAL COUNTY,0,1046578.26,0,-81.524712,3
DUVAL COUNTY,0,650546.8,0,-81.524712,3
DUVAL COUNTY,0,978020.51,0,-81.524712,3
DUVAL COUNTY,0,869740.05,0,-81.524712,3
DUVAL COUNTY,0,1928020.94,0,-81.45678,1
DUVAL COUNTY,0,1293120.04,0,-81.45678,1
DUVAL COUNTY,0,1828605.21,0,-81.45678,1
DUVAL COUNTY,0,1528862.16,0,-81.45678,1
DUVAL COUNTY,0,1419850.49,0,-81.45678,1
DUVAL COUNTY,0,1194807.1,0,-81.45678,1
DUVAL COUNTY,0,1254016.33,0,-81.45678,1
DUVAL COUNTY,0,1543814.85,0,-81.45678,1
DUVAL COUNTY,0,1512295.15,0,-81.45678,1
DUVAL COUNTY,0,1665644.24,0,-81.45678,1
DUVAL COUNTY,0,3506793.03,0,-81.46874,1
DUVAL COUNTY,0,2749500.53,0,-81.46874,1
DUVAL COUNTY,0,3032428.87,0,-81.46874,1
DUVAL COUNTY,0,3373631.48,0,-81.46874,1
DUVAL COUNTY,0,3701937.53,0,-81.46874,1
DUVAL COUNTY,0,2983147.3,0,-81.46874,1
DUVAL COUNTY,0,2677820.89,0,-81.46874,1
DUVAL COUNTY,1411671.6,1297210.44,0,-81.44785,3
DUVAL COUNTY,0,2267243.06,0,-81.46084,1
DUVAL COUNTY,0,836188.3,0,-81.46084,1
DUVAL COUNTY,202500,259174.08,0,-81.437843,1
DUVAL COUNTY,54000,65525.92,0,-81.437248,3
DUVAL COUNTY,31404.6,35879,0,-81.880829,4
DUVAL COUNTY,12780000,18180000,0,-81.43663,1
DUVAL COUNTY,0,648024.43,0,-81.524193,3
DUVAL COUNTY,0,554406.99,0,-81.524284,3
DUVAL COUNTY,67500,126214.2,0,-81.525558,3
DUVAL COUNTY,0,1067230.94,0,-81.43651,3
DUVAL COUNTY,0,9360000,0,-81.43574,1
DUVAL COUNTY,0,1918254.98,0,-81.46848,1
DUVAL COUNTY,0,1370372.11,0,-81.4524,1
DUVAL COUNTY,440770.5,656281.71,0,-81.525482,3
DUVAL COUNTY,0,2257862.8,0,-81.51317,1
DUVAL COUNTY,0,12690000,0,-81.461754,3
DUVAL COUNTY,0,44899,0,-81.467125,3
DUVAL COUNTY,0,737857.54,0,-81.467125,3
DUVAL COUNTY,0,21600000,0,-81.467125,3
DUVAL COUNTY,0,1363968.59,0,-81.466476,1
DUVAL COUNTY,0,287494.27,0,-81.466476,1
DUVAL COUNTY,0,3222344.05,0,-81.462967,1
DUVAL COUNTY,0,482445.57,0,-81.51578,1
DUVAL COUNTY,0,3416397.91,0,-81.514938,1
DUVAL COUNTY,0,68401.35,0,-81.514938,1
DUVAL COUNTY,0,1476891.36,0,-81.55359,1
DUVAL COUNTY,0,23220000,0,-81.47483,1
DUVAL COUNTY,0,4054450.63,0,-81.490852,1
DUVAL COUNTY,0,2102390.08,0,-81.514885,1
DUVAL COUNTY,74830.5,113840.54,0,-81.523315,1
DUVAL COUNTY,0,183913.17,0,-81.523315,1
DUVAL COUNTY,5531544,4222116.9,0,-81.54263,1
DUVAL COUNTY,1814139,1701408.4,0,-81.523262,3
DUVAL COUNTY,1448118.9,1561466.06,0,-81.545448,1
DUVAL COUNTY,960063.3,785427.79,0,-81.54544,1
DUVAL COUNTY,511443,788536.68,0,-81.471024,1
DUVAL COUNTY,27548.1,28826.33,0,-81.523315,3
DUVAL COUNTY,1188900,1762425.36,0,-81.467857,3
DUVAL COUNTY,0,1135351.87,0,-81.442009,3
DUVAL COUNTY,0,1052399.87,0,-81.55715,1
DUVAL COUNTY,0,908898.79,0,-81.46295,1
DUVAL COUNTY,0,789538.34,0,-81.489838,1
DUVAL COUNTY,0,83880000,0,-81.55082,1
DUVAL COUNTY,0,1856786.69,0,-81.556297,1
DUVAL COUNTY,17280000,16920000,0,-81.53261,3
DUVAL COUNTY,0,1255755.83,0,-81.473686,1
DUVAL COUNTY,0,1852694.45,0,-81.53761,1
DUVAL COUNTY,0,945570.14,0,-81.55635,1
DUVAL COUNTY,3046143.6,3164547.2,0,-81.55804,1
DUVAL COUNTY,0,6928094.1,0,-81.53998,1
DUVAL COUNTY,0,1120741.39,0,-81.544662,3
DUVAL COUNTY,0,3785336.37,0,-81.461884,1
DUVAL COUNTY,0,999076.92,0,-81.5199,1
DUVAL COUNTY,0,800331.67,0,-81.519661,3
DUVAL COUNTY,44294.4,67522.38,0,-81.552444,1
DUVAL COUNTY,0,13680000,0,-81.532471,3
DUVAL COUNTY,0,40230000,0,-81.55082,1
DUVAL COUNTY,0,5003183.68,0,-81.550926,3
DUVAL COUNTY,1130724,1573967.81,0,-81.546852,4
DUVAL COUNTY,855798.3,1202773.16,0,-81.48626,3
DUVAL COUNTY,49140000,67320000,0,-81.45373,1
DUVAL COUNTY,0,149114.63,0,-81.529564,1
DUVAL COUNTY,0,1420079.69,0,-81.529564,1
DUVAL COUNTY,0,19100.99,0,-81.529564,1
DUVAL COUNTY,0,304670.82,0,-81.489807,1
DUVAL COUNTY,0,356098.68,0,-81.489403,1
DUVAL COUNTY,0,80501.34,0,-81.489403,1
DUVAL COUNTY,0,5427933.34,0,-81.5453,3
DUVAL COUNTY,310902.3,238648.61,0,-81.518738,4
DUVAL COUNTY,3268197.9,4075926.47,0,-81.565681,1
DUVAL COUNTY,338326.2,463804.62,0,-81.565681,1
DUVAL COUNTY,265883.4,354758.12,0,-81.565681,1
DUVAL COUNTY,229217.4,356324.18,0,-81.565681,1
DUVAL COUNTY,174204,150386.83,0,-81.565681,1
DUVAL COUNTY,1893069,2658777.55,0,-81.565681,1
DUVAL COUNTY,4522980.6,7060517.45,0,-81.565681,1
DUVAL COUNTY,2700000,2496023.1,0,-81.565681,1
DUVAL COUNTY,0,115910.94,0,-81.542923,1
DUVAL COUNTY,225000,313905.38,0,-81.54557,1
DUVAL COUNTY,4565250,4735511,0,-81.54264,1
DUVAL COUNTY,727650,742616.31,0,-81.54557,1
DUVAL COUNTY,8458200,8628175.99,0,-81.54557,1
DUVAL COUNTY,0,3406563.22,0,-81.642105,4
DUVAL COUNTY,9000000,12330000,0,-81.546501,1
DUVAL COUNTY,9000000,9630000,0,-81.546501,1
DUVAL COUNTY,9000000,13590000,0,-81.546501,1
DUVAL COUNTY,5349277.8,6856918.25,0,-81.57857,3
DUVAL COUNTY,4533774.3,5430554.86,0,-81.54557,1
DUVAL COUNTY,3520074.6,4963474.15,0,-81.538559,4
DUVAL COUNTY,3150000,5118687,0,-81.546501,1
DUVAL COUNTY,2466668.7,3614895.58,0,-81.44028,1
DUVAL COUNTY,990000,1586585.88,0,-81.546501,1
DUVAL COUNTY,915881.4,1190526.76,0,-81.54418,3
DUVAL COUNTY,722575.8,771017.28,0,-81.5379,3
DUVAL COUNTY,468900,480633.75,0,-81.57857,3
DUVAL COUNTY,445500,435335.47,0,-81.546501,1
DUVAL COUNTY,427901.4,439232.23,0,-81.5379,3
DUVAL COUNTY,381924,644345.51,0,-81.45947,1
DUVAL COUNTY,156501,189083.88,0,-81.546501,1
DUVAL COUNTY,148500,245139.05,0,-81.57857,3
DUVAL COUNTY,144000,195663.74,0,-81.546501,1
DUVAL COUNTY,137432.7,152370.54,0,-81.54557,1
DUVAL COUNTY,126000,178058.16,0,-81.546501,1
DUVAL COUNTY,94932.9,120263.37,0,-81.420876,1
DUVAL COUNTY,90000,119116.8,0,-81.545723,3
DUVAL COUNTY,90000,69702.12,0,-81.57857,3
DUVAL COUNTY,73735.2,79202.67,0,-81.54557,1
DUVAL COUNTY,40500,31832.64,0,-81.460083,1
DUVAL COUNTY,36645.3,63031.97,0,-81.58587,1
DUVAL COUNTY,16200,22466.81,0,-81.546501,1
DUVAL COUNTY,2700,3298.74,0,-81.420876,1
DUVAL COUNTY,0,409105.44,0,-81.58803,1
DUVAL COUNTY,0,820175.16,0,-81.50482,1
DUVAL COUNTY,0,421132.01,0,-81.420143,1
DUVAL COUNTY,0,345820.19,0,-81.5904,1
DUVAL COUNTY,0,735675,0,-81.54143,1
DUVAL COUNTY,246559.5,376411.05,0,-81.57784,1
DUVAL COUNTY,0,26100000,0,-81.56589,1
DUVAL COUNTY,671130.9,683458.23,0,-81.561607,4
DUVAL COUNTY,7922893.5,12960000,0,-81.57391,1
DUVAL COUNTY,0,643525.04,0,-81.57857,3
DUVAL COUNTY,0,530154.18,0,-81.565292,1
DUVAL COUNTY,0,7927639.19,0,-81.58587,1
DUVAL COUNTY,0,791876.5,0,-81.58587,1
DUVAL COUNTY,0,229068,0,-81.56134,1
DUVAL COUNTY,0,292524.62,0,-81.40557,1
DUVAL COUNTY,0,3430877.11,0,-81.41522,1
DUVAL COUNTY,44540.1,48338.48,0,-81.402092,1
DUVAL COUNTY,9000,12586.39,0,-81.427612,1
DUVAL COUNTY,0,164556.3,0,-81.4125,4
DUVAL COUNTY,0,234293.28,0,-81.587818,4
DUVAL COUNTY,1025623.8,1030193.98,0,-81.413338,1
DUVAL COUNTY,492290.1,753675.47,0,-81.41135,1
DUVAL COUNTY,0,7824382.18,0,-81.421577,3
DUVAL COUNTY,0,267397.74,0,-81.427368,1
DUVAL COUNTY,0,3058838.03,0,-81.427368,1
DUVAL COUNTY,0,836763.07,0,-81.400314,1
DUVAL COUNTY,0,1180832.1,0,-81.400314,1
DUVAL COUNTY,0,866744.83,0,-81.419167,1
DUVAL COUNTY,0,9900000,0,-81.419167,1
DUVAL COUNTY,0,4768096.01,0,-81.419167,1
DUVAL COUNTY,0,630054.9,0,-81.406693,1
DUVAL COUNTY,0,1249081.99,0,-81.406693,1
DUVAL COUNTY,0,6590175.53,0,-81.406693,1
DUVAL COUNTY,0,138624.1,0,-81.412819,1
DUVAL COUNTY,0,48924.48,0,-81.407494,1
DUVAL COUNTY,0,468375.23,0,-81.407494,1
DUVAL COUNTY,0,179989.28,0,-81.407494,1
DUVAL COUNTY,0,221496.31,0,-81.407494,1
DUVAL COUNTY,0,536973.91,0,-81.407494,1
DUVAL COUNTY,0,1393751.39,0,-81.407768,1
DUVAL COUNTY,0,164563.9,0,-81.407494,1
DUVAL COUNTY,0,195684.01,0,-81.407494,1
DUVAL COUNTY,0,422553.94,0,-81.407494,1
DUVAL COUNTY,0,100880.28,0,-81.40416,1
DUVAL COUNTY,0,347696.87,0,-81.40416,1
DUVAL COUNTY,0,257034.2,0,-81.41294,1
DUVAL COUNTY,0,863895.33,0,-81.41294,1
DUVAL COUNTY,0,54828.3,0,-81.41137,1
DUVAL COUNTY,0,57514.45,0,-81.41137,1
DUVAL COUNTY,0,236136.49,0,-81.41137,1
DUVAL COUNTY,0,63679.52,0,-81.4125,4
DUVAL COUNTY,0,45188.76,0,-81.402412,1
DUVAL COUNTY,0,302688.2,0,-81.40348,1
DUVAL COUNTY,0,315689.57,0,-81.405609,1
DUVAL COUNTY,0,223454.98,0,-81.417168,1
DUVAL COUNTY,0,81309.58,0,-81.41294,1
DUVAL COUNTY,0,96831.25,0,-81.42235,4
DUVAL COUNTY,0,102535.39,0,-81.39959,1
DUVAL COUNTY,0,89027.1,0,-81.42728,1
DUVAL COUNTY,0,67243.92,0,-81.421394,1
DUVAL COUNTY,0,164801.63,0,-81.420685,1
DUVAL COUNTY,0,113750.29,0,-81.41411,1
DUVAL COUNTY,0,162926.61,0,-81.41581,1
DUVAL COUNTY,0,74663.94,0,-81.417274,3
DUVAL COUNTY,0,271511.42,0,-81.419334,1
DUVAL COUNTY,0,503838.15,0,-81.41706,1
DUVAL COUNTY,0,218014.82,0,-81.423897,1
DUVAL COUNTY,0,428978.89,0,-81.41686,3
DUVAL COUNTY,0,587506.78,0,-81.41686,3
DUVAL COUNTY,0,281216.37,0,-81.41507,1
DUVAL COUNTY,0,804840.78,0,-81.41507,1
DUVAL COUNTY,0,235581.15,0,-81.430046,3
DUVAL COUNTY,425970,535377.84,0,-81.687889,4
DUVAL COUNTY,229720.5,307779.53,0,-81.687889,4
DUVAL COUNTY,152190,141236.89,0,-81.9929,4
DUVAL COUNTY,1620,1699.68,0,-81.687889,4
DUVAL COUNTY,990,1552.69,0,-81.687889,4
DUVAL COUNTY,243000,376747.2,0,-81.981095,4
DUVAL COUNTY,1984554,1726561.98,0,-82.010071,1
DUVAL COUNTY,852115.5,1120620.5,0,-81.974083,1
DUVAL COUNTY,477405,759051.03,0,-82.003357,1
DUVAL COUNTY,428230.8,427933.61,0,-82.005318,1
DUVAL COUNTY,37508.4,61083.33,0,-82.00766,1
DUVAL COUNTY,0,425835.57,0,-81.98275,1
DUVAL COUNTY,0,67680000,0,-81.971817,1
DUVAL COUNTY,0,221587.07,0,-81.975601,1
DUVAL COUNTY,0,173677.43,0,-81.980934,1
DUVAL COUNTY,0,1483166.22,0,-81.978676,1
DUVAL COUNTY,0,244840.75,0,-81.973343,1
DUVAL COUNTY,0,109304.53,0,-81.974739,1
DUVAL COUNTY,0,263249.78,0,-81.978676,1
DUVAL COUNTY,0,1398424.66,0,-81.980621,1
DUVAL COUNTY,0,10350000,0,-81.978264,1
DUVAL COUNTY,0,4762643.13,0,-81.978264,1
DUVAL COUNTY,0,1119645.26,0,-81.978264,1
DUVAL COUNTY,0,79865.58,0,-81.978264,1
DUVAL COUNTY,0,768330.2,0,-81.978264,1
DUVAL COUNTY,0,5622.61,0,-81.978264,1
DUVAL COUNTY,0,7524989.24,0,-81.98027,1
DUVAL COUNTY,0,52279.72,0,-81.98027,1
DUVAL COUNTY,0,5497751.19,0,-81.98027,1
DUVAL COUNTY,0,136225.09,0,-81.979362,1
DUVAL COUNTY,1054620,1489889.09,0,-81.77375,1
DUVAL COUNTY,922957.2,1065769.14,0,-81.77375,1
DUVAL COUNTY,247230,385619.46,0,-81.77375,1
DUVAL COUNTY,230050.8,174768.67,0,-81.77375,1
DUVAL COUNTY,200700,316405.96,0,-81.73873,1
DUVAL COUNTY,151580.7,103263.59,0,-81.78726,1
DUVAL COUNTY,97200,84214.08,0,-81.73873,1
DUVAL COUNTY,0,19005.98,0,-81.764679,1
DUVAL COUNTY,0,8315.5,0,-81.742325,1
DUVAL COUNTY,0,9079.07,0,-81.742325,1
DUVAL COUNTY,0,15890.25,0,-81.742325,1
DUVAL COUNTY,0,9538.67,0,-81.742325,1
DUVAL COUNTY,0,2000319.2,0,-81.743004,1
DUVAL COUNTY,0,72851.93,0,-81.743004,1
DUVAL COUNTY,0,7060.33,0,-81.743004,1
DUVAL COUNTY,0,269584.62,0,-81.743004,1
DUVAL COUNTY,0,1692937.06,0,-81.743004,1
DUVAL COUNTY,0,853987.13,0,-81.743004,1
DUVAL COUNTY,0,518670.67,0,-81.743004,1
DUVAL COUNTY,0,14940000,0,-81.829422,4
DUVAL COUNTY,857898.9,947120.39,0,-81.74332,1
DUVAL COUNTY,729607.5,779229.57,0,-81.764511,1
DUVAL COUNTY,337500,550192.5,0,-81.78849,3
DUVAL COUNTY,0,451110.78,0,-81.703537,3
DUVAL COUNTY,0,984301.95,0,-81.69566,3
DUVAL COUNTY,0,1193432,0,-81.75197,1
DUVAL COUNTY,0,9000000,0,-81.72912,1
DUVAL COUNTY,0,12240000,0,-81.759743,1
DUVAL COUNTY,0,8027738.25,0,-81.74129,1
DUVAL COUNTY,6543900,8997469.87,0,-81.74129,1
DUVAL COUNTY,0,2889792.34,0,-81.73614,1
DUVAL COUNTY,0,1967638.8,0,-81.74469,1
DUVAL COUNTY,0,785706.09,0,-81.74113,1
DUVAL COUNTY,508832.1,396416.84,0,-81.74406,1
DUVAL COUNTY,183600,200454.48,0,-81.74585,1
DUVAL COUNTY,0,220825.99,0,-81.764511,1
DUVAL COUNTY,0,557076.66,0,-81.738136,1
DUVAL COUNTY,0,5114479.92,0,-81.738136,1
DUVAL COUNTY,0,1843802.64,0,-81.723442,1
DUVAL COUNTY,0,545091.06,0,-81.723442,1
DUVAL COUNTY,0,1177554.58,0,-81.739418,1
DUVAL COUNTY,0,896407.75,0,-81.739418,1
DUVAL COUNTY,0,754193.5,0,-81.739418,1
DUVAL COUNTY,0,1580515.07,0,-81.739418,1
DUVAL COUNTY,0,304014.01,0,-81.805473,1
DUVAL COUNTY,0,331622.16,0,-81.764511,1
DUVAL COUNTY,0,371756.87,0,-81.764511,1
DUVAL COUNTY,0,88722.92,0,-81.764511,1
DUVAL COUNTY,0,4978.02,0,-81.764511,1
DUVAL COUNTY,0,57870000,0,-81.764511,1
DUVAL COUNTY,4378361.4,5027094.45,0,-81.74167,1
DUVAL COUNTY,0,1285129.41,0,-81.55278,1
DUVAL COUNTY,0,1238512.9,0,-81.55278,1
DUVAL COUNTY,0,1053822.38,0,-81.55278,1
DUVAL COUNTY,0,2604951.15,0,-81.55278,1
DUVAL COUNTY,6089310,8759472.44,0,-81.54097,1
DUVAL COUNTY,0,21600000,0,-81.54808,1
DUVAL COUNTY,0,7826.04,0,-81.542389,1
DUVAL COUNTY,0,441821.07,0,-81.527321,4
